State	Network	Proximity	Price
CO	Not on Zayo Network	26052.39	793971.70
TX	Not on Zayo Network	4047.48	113187.00
GA	Not on Zayo Network	85.86	12575.80
TX	Not on Zayo Network	37918.5	959962.50
TX	Not on Zayo Network	3945.98	110649.50
CO	Not on Zayo Network	486.39	34287.55
GA	Not on Zayo Network	71118.13	1716835.12
GA	Not on Zayo Network	6153.34	157680.16
CO	Not on Zayo Network	6657.5	212125.00
GA	Not on Zayo Network	39659.04	961816.96
CO	Not on Zayo Network	6721.85	214055.50
CO	Not on Zayo Network	16723.44	514103.20
TX	Not on Zayo Network	12067.4	313685.00
TX	Not on Zayo Network	901.86	34546.50
TX	Not on Zayo Network	7413.8	197345.00
CO	Not on Zayo Network	615.01	30850.30
TX	Not on Zayo Network	289.23	29353.80
TX	On Zayo Network	205.08	24304.80
TX	Not on Zayo Network	32393.45	821836.25
GA	Build in Progress	2802.23	77253.52
TX	Not on Zayo Network	1007.82	37195.50
GA	Not on Zayo Network	301.55	19046.50
GA	Not on Zayo Network	199.44	15983.20
CO	Not on Zayo Network	10379.81	323794.30
GA	Not on Zayo Network	50154.44	1213706.56
TX	Not on Zayo Network	16130.45	415261.25
GA	Not on Zayo Network	41892.63	1015423.12
TX	Not on Zayo Network	764.42	31110.50
TX	Not on Zayo Network	596.89	26922.25
GA	Build in Progress	16410.34	403848.16
GA	Not on Zayo Network	3029.67	82712.08
CO	Not on Zayo Network	80774.01	2435620.30
CO	Not on Zayo Network	6160.71	197221.30
TX	Not on Zayo Network	90014.82	2262370.50
TX	Not on Zayo Network	11570.19	301254.75
CO	Not on Zayo Network	346.9	28010.50
CO	Not on Zayo Network	1043.08	43692.40
GA	Not on Zayo Network	7910.98	199863.52
TX	Not on Zayo Network	8664.81	228620.25
GA	Not on Zayo Network	1792.5	53020.00
TX	Not on Zayo Network	3055.7	88392.50
GA	Not on Zayo Network	2081.32	59951.68
CO	Not on Zayo Network	4685.75	152972.50
TX	Not on Zayo Network	13480.81	349020.25
TX	Not on Zayo Network	294.32	29659.20
TX	Not on Zayo Network	16906.69	434667.25
GA	Not on Zayo Network	126.29	13788.70
TX	Not on Zayo Network	206.68	24400.80
TX	Not on Zayo Network	434.74	38084.40
TX	Build in Progress	25981.02	661525.50
GA	Not on Zayo Network	39108.95	948614.80
TX	Not on Zayo Network	27414.84	697371.00
GA	Not on Zayo Network	95917.95	2312030.80
CO	Not on Zayo Network	221.04	22346.80
GA	Not on Zayo Network	751.54	28036.96
TX	Not on Zayo Network	6536.8	175420.00
TX	Not on Zayo Network	4372.2	121305.00
CO	Build in Progress	777.88	35736.40
GA	Not on Zayo Network	13834.2	342020.80
TX	Not on Zayo Network	19282.47	494061.75
TX	Not on Zayo Network	2774.69	81367.25
TX	Not on Zayo Network	12210.23	317255.75
CO	Not on Zayo Network	1196.62	48298.60
GA	Not on Zayo Network	969.86	33276.64
TX	Not on Zayo Network	1416.92	47423.00
CO	Not on Zayo Network	1108.03	45640.90
GA	Not on Zayo Network	302.06	19061.80
GA	Not on Zayo Network	3423.71	92169.04
GA	On Zayo Network	3265.71	88377.04
GA	Not on Zayo Network	109297.27	2633134.48
CO	Not on Zayo Network	3932.77	130383.10
GA	Not on Zayo Network	56980.27	1377526.48
TX	Build in Progress	3576.18	101404.50
TX	Not on Zayo Network	251.07	27064.20
TX	Not on Zayo Network	6813.6	182340.00
CO	Not on Zayo Network	7473.91	236617.30
TX	Not on Zayo Network	213.26	24795.60
GA	Not on Zayo Network	1035.38	34849.12
GA	Not on Zayo Network	1376.72	43041.28
GA	Not on Zayo Network	903.65	31687.60
TX	Not on Zayo Network	52163.84	1316096.00
GA	Not on Zayo Network	4250.75	112018.00
TX	Not on Zayo Network	3805.39	107134.75
TX	Not on Zayo Network	1003.13	37078.25
TX	Not on Zayo Network	1126.58	40164.50
CO	Not on Zayo Network	189.34	20920.30
TX	Not on Zayo Network	4157.97	115949.25
CO	Not on Zayo Network	73045.33	2203759.90
GA	Not on Zayo Network	26047.76	635146.24
TX	Not on Zayo Network	27649.14	703228.50
CO	Not on Zayo Network	258.6	24037.00
GA	Not on Zayo Network	20287.96	496911.04
CO	Not on Zayo Network	327.21	27124.45
CO	Not on Zayo Network	3312.62	111778.60
CO	Not on Zayo Network	21188.58	648057.40
TX	On Zayo Network	238.63	26317.80
GA	Not on Zayo Network	727.5	27460.00
CO	Not on Zayo Network	681.5	32845.00
TX	Not on Zayo Network	19.85	13191.00
TX	Not on Zayo Network	24530.14	625253.50
CO	Not on Zayo Network	1840.64	67619.20
GA	Not on Zayo Network	803.66	29287.84
CO	Not on Zayo Network	6657.52	212125.60
CO	Not on Zayo Network	409.34	30820.30
CO	Not on Zayo Network	7391.01	234130.30
TX	Not on Zayo Network	1154.57	40864.25
TX	Not on Zayo Network	70534.76	1775369.00
CO	Not on Zayo Network	705.21	33556.30
TX	Not on Zayo Network	6839.59	182989.75
CO	Not on Zayo Network	355.77	28409.65
GA	Not on Zayo Network	118.36	13550.80
TX	Not on Zayo Network	4181.46	116536.50
TX	Not on Zayo Network	760.66	31016.50
TX	Not on Zayo Network	83373.05	2096326.25
GA	On Zayo Network	200.67	16020.10
TX	Not on Zayo Network	2980.41	86510.25
CO	Not on Zayo Network	8021.84	253055.20
GA	Not on Zayo Network	921.68	32120.32
CO	Not on Zayo Network	1903.76	69512.80
GA	Not on Zayo Network	127337.61	3066102.64
GA	Not on Zayo Network	8479.62	213510.88
CO	Not on Zayo Network	136.88	18559.60
CO	Not on Zayo Network	368.76	28994.20
CO	Not on Zayo Network	88062.32	2654269.60
TX	Not on Zayo Network	5605.18	152129.50
GA	Not on Zayo Network	166956.11	4016946.64
TX	Not on Zayo Network	3787.84	106696.00
CO	Build in Progress	196.55	21244.75
CO	Not on Zayo Network	8389.37	264081.10
CO	Not on Zayo Network	120.81	17836.45
GA	Not on Zayo Network	444.87	23346.10
GA	Not on Zayo Network	2829.45	77906.80
TX	Not on Zayo Network	5042.95	138073.75
CO	Not on Zayo Network	1940.43	70612.90
CO	Not on Zayo Network	1268.61	50458.30
CO	Not on Zayo Network	1585.8	59974.00
GA	Not on Zayo Network	7765.59	196374.16
CO	On Zayo Network	443.35	32350.75
GA	Not on Zayo Network	2098.14	60355.36
CO	Not on Zayo Network	230.19	22758.55
TX	Not on Zayo Network	5663.17	153579.25
TX	Not on Zayo Network	8058.62	213465.50
TX	Not on Zayo Network	322.91	31374.60
TX	Not on Zayo Network	235999.47	5911986.75
GA	Not on Zayo Network	27558.85	671412.40
GA	On Zayo Network	116.21	13486.30
TX	Not on Zayo Network	5088.5	139212.50
TX	Not on Zayo Network	2250.86	68271.50
GA	Not on Zayo Network	2709.55	75029.20
TX	Not on Zayo Network	18774.2	481355.00
CO	Not on Zayo Network	193	21085.00
TX	Not on Zayo Network	173187.27	4341681.75
CO	Not on Zayo Network	27590.04	840101.20
GA	Not on Zayo Network	106060.82	2555459.68
CO	Not on Zayo Network	1921.65	70049.50
CO	Not on Zayo Network	56066.01	1694380.30
TX	Not on Zayo Network	409.04	36542.40
TX	Not on Zayo Network	61146.72	1540668.00
CO	Not on Zayo Network	2362.47	83274.10
TX	Not on Zayo Network	5965.22	161130.50
CO	Not on Zayo Network	2275.33	80659.90
TX	Not on Zayo Network	20081.97	514049.25
GA	Not on Zayo Network	35913.06	871913.44
CO	Not on Zayo Network	3998.91	132367.30
TX	Not on Zayo Network	1700.1	54502.50
CO	Build in Progress	94.44	16649.80
TX	Not on Zayo Network	274.72	28483.20
GA	Not on Zayo Network	4669.44	122066.56
GA	Not on Zayo Network	426.84	22805.20
GA	Not on Zayo Network	516.17	22388.08
CO	Not on Zayo Network	1033.57	43407.10
CO	Not on Zayo Network	0.86	12438.70
TX	On Zayo Network	268.84	28130.40
TX	Not on Zayo Network	8739.75	230493.75
CO	Not on Zayo Network	1622.05	61061.50
CO	Not on Zayo Network	237.99	23109.55
GA	Not on Zayo Network	480.29	24408.70
TX	Not on Zayo Network	6288.86	169221.50
TX	Not on Zayo Network	5040.53	138013.25
TX	Not on Zayo Network	301.41	30084.60
TX	Not on Zayo Network	549.43	25735.75
TX	Not on Zayo Network	16432.14	422803.50
TX	Not on Zayo Network	134.87	20092.20
TX	Not on Zayo Network	63638.46	1602961.50
TX	Not on Zayo Network	3560.51	101012.75
TX	Not on Zayo Network	15502.48	399562.00
CO	Not on Zayo Network	90484.53	2726935.90
TX	Not on Zayo Network	232.13	25927.80
CO	Not on Zayo Network	1237.42	49522.60
TX	Not on Zayo Network	9.62	12577.20
GA	Not on Zayo Network	478.2	24346.00
TX	Not on Zayo Network	223.45	25407.00
GA	Not on Zayo Network	3722.14	99331.36
TX	Not on Zayo Network	3093.69	89342.25
GA	Build in Progress	51974.23	1257381.52
TX	Not on Zayo Network	1088.03	39200.75
TX	Not on Zayo Network	392.14	35528.40
TX	Not on Zayo Network	2492.86	74321.50
CO	Not on Zayo Network	42.09	14294.05
TX	Not on Zayo Network	14974.64	386366.00
TX	Build in Progress	2270.11	68752.75
TX	Not on Zayo Network	266.32	27979.20
TX	Not on Zayo Network	918.59	34964.75
GA	Not on Zayo Network	211511.48	5086275.52
TX	Not on Zayo Network	156.43	21385.80
TX	Not on Zayo Network	6723.56	180089.00
GA	Not on Zayo Network	6045.84	155100.16
GA	Not on Zayo Network	8609.99	216639.76
TX	Not on Zayo Network	8728.57	230214.25
TX	Not on Zayo Network	69115.71	1739892.75
CO	Not on Zayo Network	5524.89	178146.70
GA	Not on Zayo Network	572.87	23748.88
TX	Not on Zayo Network	38.18	14290.80
TX	Not on Zayo Network	19096.34	489408.50
CO	Not on Zayo Network	703.8	33514.00
CO	Not on Zayo Network	378.71	29441.95
GA	Build in Progress	19464.67	477152.08
TX	Not on Zayo Network	12155.23	315880.75
TX	Not on Zayo Network	6875.86	183896.50
GA	Not on Zayo Network	9423.83	236171.92
GA	Not on Zayo Network	32324.88	785797.12
TX	Not on Zayo Network	1111.48	39787.00
TX	Not on Zayo Network	4596.82	126920.50
TX	Not on Zayo Network	2799.5	81987.50
TX	Not on Zayo Network	86.63	17197.80
GA	On Zayo Network	8.83	10264.90
TX	Not on Zayo Network	200.82	24049.20
GA	Not on Zayo Network	1013.27	34318.48
TX	Not on Zayo Network	9565.04	251126.00
GA	Not on Zayo Network	736.49	27675.76
CO	Not on Zayo Network	819.22	36976.60
CO	Not on Zayo Network	32691.48	993144.40
TX	Not on Zayo Network	14353.52	370838.00
GA	Not on Zayo Network	77048.63	1859167.12
TX	Not on Zayo Network	5274.6	143865.00
TX	Not on Zayo Network	433.96	38037.60
GA	Not on Zayo Network	552.09	23250.16
CO	Not on Zayo Network	629.87	31296.10
CO	Not on Zayo Network	171.9	20135.50
CO	Not on Zayo Network	5105.65	165569.50
CO	Not on Zayo Network	419.9	31295.50
CO	Not on Zayo Network	1693.6	63208.00
CO	Not on Zayo Network	7371.18	233535.40
GA	Not on Zayo Network	233.62	17008.60
GA	Not on Zayo Network	361.9	20857.00
GA	Not on Zayo Network	257.25	17717.50
GA	Not on Zayo Network	6.23	10186.90
GA	Not on Zayo Network	206.72	16201.60
GA	Not on Zayo Network	1983.76	57610.24
TX	Not on Zayo Network	427.1	37626.00
TX	Not on Zayo Network	1442.81	48070.25
TX	Not on Zayo Network	1.45	12087.00
GA	Not on Zayo Network	2854.46	78507.04
CO	Not on Zayo Network	73.77	15719.65
TX	Not on Zayo Network	11853.34	308333.50
GA	Not on Zayo Network	5164.32	133943.68
TX	Not on Zayo Network	2559	75975.00
TX	Not on Zayo Network	5645.84	153146.00
CO	Not on Zayo Network	4674.91	152647.30
CO	Not on Zayo Network	439.98	32199.10
GA	Not on Zayo Network	976.98	33447.52
GA	Not on Zayo Network	1748.64	51967.36
CO	Not on Zayo Network	2267.75	80432.50
CO	Not on Zayo Network	268.79	24495.55
GA	Not on Zayo Network	1497.08	45929.92
TX	Not on Zayo Network	14937.14	385428.50
GA	Not on Zayo Network	12191.85	302604.40
CO	Not on Zayo Network	267.74	24448.30
CO	Not on Zayo Network	1865.24	68357.20
CO	Not on Zayo Network	700.35	33410.50
GA	Not on Zayo Network	16596.31	408311.44
CO	Not on Zayo Network	2357.1	83113.00
TX	Not on Zayo Network	4145.74	115643.50
GA	Not on Zayo Network	6305.03	161320.72
GA	Not on Zayo Network	49679.44	1202306.56
TX	Not on Zayo Network	22751.41	580785.25
TX	Not on Zayo Network	7800.87	207021.75
TX	Not on Zayo Network	7180.2	191505.00
TX	Not on Zayo Network	700.03	29500.75
GA	Not on Zayo Network	96508.91	2326213.84
GA	Not on Zayo Network	21526.64	526639.36
TX	Not on Zayo Network	1002.84	37071.00
TX	On Zayo Network	367.28	34036.80
CO	Not on Zayo Network	46.01	14470.45
GA	Not on Zayo Network	49677.66	1202263.84
TX	Not on Zayo Network	32126.33	815158.25
TX	Not on Zayo Network	5836.41	157910.25
TX	Not on Zayo Network	975.08	36377.00
GA	Not on Zayo Network	1903.85	55692.40
TX	Not on Zayo Network	4444.97	123124.25
TX	Not on Zayo Network	5284.71	144117.75
TX	Not on Zayo Network	90795.41	2281885.25
TX	Not on Zayo Network	16834.44	432861.00
GA	Not on Zayo Network	35402.3	859655.20
GA	Not on Zayo Network	51924.39	1256185.36
TX	Not on Zayo Network	4567.88	126197.00
TX	Not on Zayo Network	35965	911125.00
CO	Not on Zayo Network	858.22	38146.60
TX	Not on Zayo Network	19382.49	496562.25
GA	Not on Zayo Network	50062.16	1211491.84
CO	Not on Zayo Network	32815.51	996865.30
TX	Not on Zayo Network	1312.49	44812.25
TX	Not on Zayo Network	10799.63	281990.75
CO	Not on Zayo Network	901.32	39439.60
GA	Not on Zayo Network	28234.86	687636.64
CO	Not on Zayo Network	129781.95	3905858.50
CO	Not on Zayo Network	344.99	27924.55
GA	Not on Zayo Network	388.72	21661.60
GA	Not on Zayo Network	2340.19	66164.56
TX	Not on Zayo Network	7292.57	194314.25
TX	Not on Zayo Network	20015.6	512390.00
CO	Not on Zayo Network	1006.86	42605.80
CO	Not on Zayo Network	5448.83	175864.90
CO	Not on Zayo Network	2157.32	77119.60
CO	Not on Zayo Network	11053.85	344015.50
GA	Not on Zayo Network	2391.44	67394.56
GA	Not on Zayo Network	2294.91	65077.84
GA	Not on Zayo Network	52798.24	1277157.76
CO	Not on Zayo Network	530.32	28309.60
TX	Not on Zayo Network	361.1	33666.00
TX	Not on Zayo Network	443.2	38592.00
GA	Not on Zayo Network	1028.14	34675.36
GA	Not on Zayo Network	5715.77	147178.48
GA	Not on Zayo Network	1119.14	36859.36
GA	Not on Zayo Network	3781.8	100763.20
TX	Not on Zayo Network	846.7	33167.50
TX	Not on Zayo Network	50.81	15048.60
TX	On Zayo Network	3692.36	104309.00
TX	Not on Zayo Network	3765.31	106132.75
TX	Not on Zayo Network	107.45	18447.00
TX	Not on Zayo Network	1238.69	42967.25
GA	Not on Zayo Network	416.33	22489.90
TX	Not on Zayo Network	7770.03	206250.75
TX	Not on Zayo Network	1111.43	39785.75
CO	Not on Zayo Network	194.36	21146.20
TX	Not on Zayo Network	6498.39	174459.75
TX	Not on Zayo Network	3972.38	111309.50
CO	Not on Zayo Network	1674.48	62634.40
CO	Not on Zayo Network	2881.59	98847.70
CO	Not on Zayo Network	79.3	15968.50
CO	Not on Zayo Network	13958.57	431157.10
CO	Not on Zayo Network	20571.68	629550.40
CO	Not on Zayo Network	93.97	16628.65
TX	Not on Zayo Network	1256.92	43423.00
TX	On Zayo Network	595.88	26897.00
CO	Not on Zayo Network	4683.94	152918.20
TX	Not on Zayo Network	32010.16	812254.00
GA	Not on Zayo Network	72689.88	1754557.12
CO	Not on Zayo Network	1177.6	47728.00
TX	Not on Zayo Network	770.35	31258.75
TX	Not on Zayo Network	3724.94	105123.50
TX	Not on Zayo Network	2288.93	69223.25
CO	Not on Zayo Network	3882.19	128865.70
TX	Not on Zayo Network	10361.86	271046.50
TX	Not on Zayo Network	19206.31	492157.75
TX	Not on Zayo Network	952.99	35824.75
TX	Not on Zayo Network	563.09	26077.25
CO	Not on Zayo Network	760.08	35202.40
CO	Not on Zayo Network	879.69	38790.70
CO	Not on Zayo Network	204.35	21595.75
CO	Not on Zayo Network	6657.52	212125.60
TX	Not on Zayo Network	243.81	26628.60
TX	Not on Zayo Network	2346.53	70663.25
TX	Not on Zayo Network	12087.91	314197.75
TX	Not on Zayo Network	556.4	25910.00
TX	Not on Zayo Network	31936.6	810415.00
TX	Not on Zayo Network	28.51	13710.60
TX	Not on Zayo Network	30932.34	785308.50
TX	Not on Zayo Network	175.68	22540.80
TX	Not on Zayo Network	1070.78	38769.50
TX	Not on Zayo Network	602.35	27058.75
CO	On Zayo Network	49.86	14643.70
TX	Not on Zayo Network	7773.41	206335.25
TX	Not on Zayo Network	261.39	27683.40
CO	Not on Zayo Network	44.67	14410.15
TX	Not on Zayo Network	1862.41	58560.25
CO	Not on Zayo Network	374.58	29256.10
CO	Not on Zayo Network	458.17	33017.65
CO	Not on Zayo Network	92.8	16576.00
TX	Not on Zayo Network	26870.37	683759.25
TX	Not on Zayo Network	5373.79	146344.75
TX	Not on Zayo Network	522.74	25068.50
TX	On Zayo Network	202.08	24124.80
TX	Not on Zayo Network	371.71	34302.60
CO	Not on Zayo Network	396.95	30262.75
CO	Not on Zayo Network	3997.57	132327.10
TX	Not on Zayo Network	226.28	25576.80
GA	Not on Zayo Network	1534.35	46824.40
TX	Not on Zayo Network	2085.36	64134.00
TX	Not on Zayo Network	5004.7	137117.50
TX	Not on Zayo Network	1802.18	57054.50
TX	Not on Zayo Network	22417.93	572448.25
GA	Not on Zayo Network	432.14	22964.20
GA	Not on Zayo Network	859.08	30617.92
TX	Not on Zayo Network	847.22	33180.50
CO	Not on Zayo Network	194.19	21138.55
GA	Not on Zayo Network	40775.18	988604.32
TX	Not on Zayo Network	9853.25	258331.25
TX	Not on Zayo Network	8008.35	212208.75
TX	Not on Zayo Network	2289.55	69238.75
TX	Not on Zayo Network	8844.06	233101.50
TX	Not on Zayo Network	22274.77	568869.25
TX	On Zayo Network	1545.33	50633.25
GA	Not on Zayo Network	221.93	16657.90
TX	Not on Zayo Network	116532.84	2925321.00
TX	On Zayo Network	206.15	24369.00
GA	Not on Zayo Network	70918.29	1712038.96
TX	Not on Zayo Network	6450.89	173272.25
TX	Not on Zayo Network	69.92	16195.20
CO	Not on Zayo Network	760.64	35219.20
TX	Not on Zayo Network	28969.07	736226.75
TX	Not on Zayo Network	10298.57	269464.25
GA	On Zayo Network	91.3	12739.00
TX	Not on Zayo Network	135.7	20142.00
TX	Not on Zayo Network	1340.26	45506.50
TX	Not on Zayo Network	531.52	25288.00
TX	Not on Zayo Network	6379.2	171480.00
TX	Not on Zayo Network	938.56	35464.00
TX	Not on Zayo Network	22950.51	585762.75
GA	Not on Zayo Network	10947.4	272737.60
TX	Not on Zayo Network	175.29	22517.40
GA	Not on Zayo Network	42600.89	1032421.36
TX	Not on Zayo Network	28449.78	723244.50
CO	Not on Zayo Network	626.1	31183.00
TX	Not on Zayo Network	484.55	41073.00
CO	Not on Zayo Network	908.01	39640.30
GA	Not on Zayo Network	29808.08	725393.92
GA	Not on Zayo Network	30464.42	741146.08
CO	Not on Zayo Network	670.19	32505.70
CO	Not on Zayo Network	453.85	32823.25
TX	Not on Zayo Network	34883.99	884099.75
TX	Not on Zayo Network	2671.3	78782.50
GA	Not on Zayo Network	5602.69	144464.56
GA	Not on Zayo Network	146.12	14383.60
TX	Not on Zayo Network	23029.92	587748.00
CO	Not on Zayo Network	87.27	16327.15
CO	Not on Zayo Network	3649.56	121886.80
TX	Not on Zayo Network	15541.54	400538.50
CO	Not on Zayo Network	512.56	27776.80
TX	Not on Zayo Network	171.89	22313.40
CO	Not on Zayo Network	3132.89	106386.70
TX	Not on Zayo Network	946.08	35652.00
GA	Not on Zayo Network	50591.22	1224189.28
CO	Not on Zayo Network	174.47	20251.15
GA	Not on Zayo Network	8424.67	212192.08
TX	Not on Zayo Network	2049.36	63234.00
TX	Not on Zayo Network	1532.89	50322.25
TX	Not on Zayo Network	92911.6	2334790.00
GA	Not on Zayo Network	39049.03	947176.72
GA	Not on Zayo Network	43363.55	1050725.20
TX	Not on Zayo Network	83628.73	2102718.25
TX	Not on Zayo Network	972.67	36316.75
GA	Not on Zayo Network	596.7	24320.80
CO	Not on Zayo Network	5644.46	181733.80
CO	Not on Zayo Network	10288.12	321043.60
CO	Not on Zayo Network	4009.89	132696.70
GA	Build in Progress	20644.16	505459.84
TX	Not on Zayo Network	3546.78	100669.50
TX	Not on Zayo Network	5884.86	159121.50
CO	Build in Progress	3572.18	119565.40
TX	Not on Zayo Network	319.17	31150.20
TX	Not on Zayo Network	7286.51	194162.75
CO	On Zayo Network	525.38	28161.40
TX	Not on Zayo Network	46817.59	1182439.75
GA	Not on Zayo Network	52272.45	1264538.80
TX	Not on Zayo Network	15559.09	400977.25
GA	Not on Zayo Network	311.53	19345.90
CO	Not on Zayo Network	20176.35	617690.50
TX	Not on Zayo Network	375.93	34555.80
GA	Not on Zayo Network	73632.49	1777179.76
TX	Not on Zayo Network	2417.63	72440.75
TX	Not on Zayo Network	2516.3	74907.50
CO	Not on Zayo Network	2355.54	83066.20
GA	Build in Progress	178.94	15368.20
CO	Not on Zayo Network	150.51	19172.95
GA	Not on Zayo Network	341.03	20230.90
GA	Not on Zayo Network	41452.96	1004871.04
GA	Not on Zayo Network	6924.65	176191.60
CO	Not on Zayo Network	533.98	28419.40
TX	Not on Zayo Network	6688.44	179211.00
CO	Not on Zayo Network	659.71	32191.30
CO	Not on Zayo Network	1170.42	47512.60
TX	Not on Zayo Network	926.57	35164.25
TX	On Zayo Network	15742.69	405567.25
CO	Not on Zayo Network	696.73	33301.90
TX	Not on Zayo Network	4477.41	123935.25
CO	Build in Progress	1405.3	54559.00
GA	Not on Zayo Network	115201.12	2774826.88
TX	Not on Zayo Network	38025.89	962647.25
TX	Not on Zayo Network	13983.99	361599.75
GA	Build in Progress	6236.63	159679.12
TX	Not on Zayo Network	84476.25	2123906.25
GA	Build in Progress	14962.26	369094.24
GA	Build in Progress	29465.04	717160.96
CO	Not on Zayo Network	3019.21	102976.30
CO	Not on Zayo Network	162.85	19728.25
TX	Not on Zayo Network	8681.85	229046.25
TX	Not on Zayo Network	11695.54	304388.50
TX	Not on Zayo Network	311.26	30675.60
CO	Not on Zayo Network	3351.56	112946.80
TX	Not on Zayo Network	6071.98	163799.50
TX	Not on Zayo Network	1407.77	47194.25
GA	Not on Zayo Network	8494.03	213856.72
CO	Not on Zayo Network	1348.07	52842.10
TX	Not on Zayo Network	36062.14	913553.50
GA	Not on Zayo Network	7713.31	195119.44
GA	Not on Zayo Network	3074.96	83799.04
TX	Not on Zayo Network	6566.29	176157.25
TX	Not on Zayo Network	10457.54	273438.50
TX	Not on Zayo Network	14184.04	366601.00
CO	Not on Zayo Network	322.72	26922.40
TX	Not on Zayo Network	63014.15	1587353.75
TX	Not on Zayo Network	957.87	35946.75
TX	Build in Progress	1538.62	50465.50
TX	Not on Zayo Network	1139.47	40486.75
GA	Not on Zayo Network	69.21	12076.30
TX	Not on Zayo Network	6959.88	185997.00
GA	Not on Zayo Network	4912.45	127898.80
CO	Not on Zayo Network	2620.69	91020.70
CO	Not on Zayo Network	3184.06	107921.80
GA	On Zayo Network	3459.76	93034.24
TX	Not on Zayo Network	205.8	24348.00
TX	Not on Zayo Network	11181.5	291537.50
CO	Not on Zayo Network	3953.45	131003.50
CO	Not on Zayo Network	23768.8	725464.00
TX	Not on Zayo Network	32495.58	824389.50
GA	Not on Zayo Network	12822.19	317732.56
TX	Not on Zayo Network	4267.68	118692.00
CO	Not on Zayo Network	839.57	37587.10
CO	Not on Zayo Network	49437.75	1495532.50
GA	Not on Zayo Network	49254.31	1192103.44
CO	Not on Zayo Network	1124.95	46148.50
CO	Not on Zayo Network	206.45	21690.25
GA	Build in Progress	101008.46	2434203.04
CO	Not on Zayo Network	48283.75	1460912.50
TX	Not on Zayo Network	13745.54	355638.50
CO	Not on Zayo Network	2705.72	93571.60
GA	Not on Zayo Network	903.64	31687.36
CO	Not on Zayo Network	645.43	31762.90
CO	Not on Zayo Network	2285.77	80973.10
TX	Not on Zayo Network	30.08	13804.80
GA	Not on Zayo Network	78680.68	1898336.32
CO	Not on Zayo Network	779.63	35788.90
CO	Not on Zayo Network	689.64	33089.20
TX	Not on Zayo Network	270.8	28248.00
GA	On Zayo Network	1.93	10057.90
CO	Not on Zayo Network	6657.52	212125.60
TX	Not on Zayo Network	56.49	15389.40
GA	Not on Zayo Network	157721.74	3795321.76
GA	Not on Zayo Network	455.6	23668.00
GA	Not on Zayo Network	4259.81	112235.44
GA	On Zayo Network	11.15	10334.50
GA	On Zayo Network	1.6	10048.00
GA	On Zayo Network	71.98	12159.40
GA	On Zayo Network	14.81	10444.30
GA	On Zayo Network	1346.8	42323.20
GA	On Zayo Network	50.23	11506.90
GA	On Zayo Network	2291.36	64992.64
GA	On Zayo Network	12.06	10361.80
GA	On Zayo Network	1.9	10057.00
GA	On Zayo Network	5.13	10153.90
GA	On Zayo Network	141.85	14255.50
GA	On Zayo Network	0.92	10027.60
GA	On Zayo Network	6.84	10205.20
GA	On Zayo Network	1.59	10047.70
TX	Not on Zayo Network	215.92	24955.20
GA	Not on Zayo Network	23858	582592.00
GA	Not on Zayo Network	242.67	17280.10
TX	Not on Zayo Network	19004.73	487118.25
TX	Not on Zayo Network	36566.28	926157.00
TX	Not on Zayo Network	18330.72	470268.00
TX	Not on Zayo Network	91899.62	2309490.50
GA	Not on Zayo Network	186.41	15592.30
TX	Not on Zayo Network	177082.13	4439053.25
TX	Not on Zayo Network	211.11	24666.60
GA	On Zayo Network	704.85	26916.40
TX	Not on Zayo Network	1549.17	50729.25
CO	Not on Zayo Network	2558.43	89152.90
CO	Not on Zayo Network	1382.16	53864.80
TX	Not on Zayo Network	3253.66	93341.50
GA	On Zayo Network	1.91	10057.30
GA	Not on Zayo Network	20123.14	492955.36
TX	Not on Zayo Network	31732.65	805316.25
TX	Not on Zayo Network	46.95	14817.00
TX	Not on Zayo Network	748.07	30701.75
CO	Not on Zayo Network	1263.14	50294.20
TX	Not on Zayo Network	2000.64	62016.00
GA	Not on Zayo Network	15239.28	375742.72
TX	Not on Zayo Network	6342.69	170567.25
TX	Not on Zayo Network	396.75	35805.00
TX	Not on Zayo Network	4766.37	131159.25
TX	Not on Zayo Network	3071.37	88784.25
GA	On Zayo Network	10498.32	261959.68
TX	Not on Zayo Network	9164.81	241120.25
TX	Not on Zayo Network	222.92	25375.20
GA	Not on Zayo Network	123592.28	2976214.72
TX	Not on Zayo Network	1538.66	50466.50
CO	Not on Zayo Network	2427.45	85223.50
GA	Build in Progress	56956.1	1376946.40
GA	Not on Zayo Network	50196.68	1214720.32
TX	Not on Zayo Network	302.77	30166.20
TX	Not on Zayo Network	11085.75	289143.75
TX	Not on Zayo Network	29249.11	743227.75
TX	Not on Zayo Network	58142.12	1465553.00
TX	Not on Zayo Network	8.15	12489.00
GA	Not on Zayo Network	2518.08	70433.92
CO	Not on Zayo Network	117.3	17678.50
TX	Not on Zayo Network	4837.47	132936.75
GA	Not on Zayo Network	31227.67	759464.08
TX	Not on Zayo Network	1087.96	39199.00
CO	Not on Zayo Network	93429.37	2815281.10
TX	Not on Zayo Network	23268.78	593719.50
GA	Not on Zayo Network	16.58	10497.40
TX	Not on Zayo Network	260.08	27604.80
TX	Not on Zayo Network	214.74	24884.40
TX	Not on Zayo Network	467.92	40075.20
TX	Not on Zayo Network	738.81	30470.25
TX	Not on Zayo Network	1225.67	42641.75
TX	Not on Zayo Network	1453.41	48335.25
TX	Not on Zayo Network	139.68	20380.80
TX	Not on Zayo Network	201.99	24119.40
